stno,yyyymmdd,TX01,PP01,GR01,wind,,
466920,19860101,10.1,50.1,0.09,1.245833333,,
466920,19860102,13.6,0.5,7.79,3.604166667,,
466920,19860103,15.5,3.6,2.82,2.283333333,,
466920,19860104,12.1,0.5,0,2.933333333,,
466920,19860105,8.8,0,10.02,3.054166667,,
466920,19860106,11.1,0,12.41,3.625,,
466920,19860107,12.9,0,12.5,1.333333333,,
466920,19860108,11.9,0,12.5,2.7,,
466920,19860109,13.7,0,14.08,3.683333333,,
466920,19860110,15.7,0,10.53,4.425,,
466920,19860111,16.6,0,9.46,4.5625,,
466920,19860112,18,0,13.05,3.729166667,,
466920,19860113,15.1,0.4,3.34,3.470833333,,
466920,19860114,16.6,0,11.9,4.4125,,
466920,19860115,16.3,0.3,9.07,2.129166667,,
466920,19860116,16.4,0,13.91,4.229166667,,
466920,19860117,18.4,0,12.63,1.795833333,,
466920,19860118,18.8,0,11.98,1.291666667,,
466920,19860119,17,0,2.57,3.5875,,
466920,19860120,17.8,0,6.16,2.308333333,,
466920,19860121,16.1,-9998,5.95,3.375,,
466920,19860122,12,0.5,0.17,3.370833333,,
466920,19860123,12.3,0.3,0.77,3.395833333,,
466920,19860124,15,0,5.82,5.154166667,,
466920,19860125,15.1,4.5,0.56,1.966666667,,
466920,19860126,13.3,3.8,0.81,1.829166667,,
466920,19860127,12.6,1.9,1.03,3.6125,,
466920,19860128,15.3,0,11.13,4.195833333,,
466920,19860129,18.4,0,12.75,1.408333333,,
466920,19860130,18.7,-9998,9.46,1.4375,,
466920,19860131,16.5,1.3,0.6,3.154166667,,
466920,19860201,16.8,0.5,11.56,3.579166667,,
466920,19860202,17.5,0.2,6.03,1.6625,,
466920,19860203,15.4,-9998,3.81,4.425,,
466920,19860204,13.1,15.1,0.51,3.633333333,,
466920,19860205,16.2,6.9,5.01,2.275,,
466920,19860206,12.7,10.4,1.03,2.679166667,,
466920,19860207,11.2,3.5,0.98,2.3625,,
466920,19860208,11.9,0.5,8.99,2.929166667,,
466920,19860209,14.2,3.9,8.95,3.716666667,,
466920,19860210,12.2,8.4,0.86,0.695833333,,
466920,19860211,13.2,0,15.19,2.65,,
466920,19860212,16.1,0,17.03,3.7375,,
466920,19860213,17.2,0,14.42,1.554166667,,
466920,19860214,17.8,4,9.76,1.7375,,
466920,19860215,14.2,19.1,0.81,3.5,,
466920,19860216,15.9,0,4.19,3.783333333,,
466920,19860217,16.8,27.1,2.4,1.0625,,
466920,19860218,14.8,3.1,1.28,2.8,,
466920,19860219,14.3,6.5,2.82,3.983333333,,
466920,19860220,13.1,1.3,0.73,3.4125,,
466920,19860221,10.7,1.1,0.73,2.270833333,,
466920,19860222,11.6,0,11.47,2.6375,,
466920,19860223,13.6,0.1,2.31,2.525,,
466920,19860224,13.6,3.3,2.01,2.854166667,,
466920,19860225,14.1,0.4,2.18,4.083333333,,
466920,19860226,14,9.4,1.46,3.041666667,,
466920,19860227,11.3,21.6,0.21,2.9,,
466920,19860228,9.3,18.6,0.47,2.704166667,,
466920,19860301,8.6,27.6,0.6,1.466666667,,
466920,19860302,7.9,1.5,11.86,2.416666667,,
466920,19860303,10.1,0,19.22,2.641666667,,
466920,19860304,14.1,0,17.8,2.895833333,,
466920,19860305,16.9,0,18.23,3.566666667,,
466920,19860306,18.4,0,20.03,4.729166667,,
466920,19860307,19.2,0,16.99,5.3,,
466920,19860308,20.4,0,19.13,3.6375,,
466920,19860309,20.3,0,16.48,1.441666667,,
466920,19860310,18.5,0,14.42,1.616666667,,
466920,19860311,16.3,5.2,8.99,3.275,,
466920,19860312,20.4,0,11.94,2.133333333,,
466920,19860313,21.7,0,9.07,1.395833333,,
466920,19860314,22.3,16.9,4.79,1.8625,,
466920,19860315,20.6,2.7,1.8,1.425,,
466920,19860316,16.6,56.5,1.58,3.525,,
466920,19860317,17.5,10.8,5.18,3.895833333,,
466920,19860318,18.5,54.1,4.15,1.65,,
466920,19860319,15.1,11.1,3.77,6.383333333,,
466920,19860320,18.2,14.8,1.97,2.345833333,,
466920,19860321,17.1,8.5,1.71,1.6375,,
466920,19860322,13.8,21.6,1.28,1.3,,
466920,19860323,13.5,0,1.8,3.995833333,,
466920,19860324,14.9,1.5,5.05,4.354166667,,
466920,19860325,18.6,16.2,10.27,2.995833333,,
466920,19860326,17.6,5.3,2.48,1.995833333,,
466920,19860327,19.8,1.2,17.76,1.408333333,,
466920,19860328,19,55.2,2.05,1.275,,
466920,19860329,20.4,0,14.04,2.491666667,,
466920,19860330,19.8,19.6,13.95,2.3625,,
466920,19860331,15.1,2.3,4.75,4.283333333,,
466920,19860401,16.7,1.6,2.87,4.891666667,,
466920,19860402,18.8,0,7.75,1.145833333,,
466920,19860403,22.3,0,8.99,0.775,,
466920,19860404,20.9,-9998,6.33,3.029166667,,
466920,19860405,19.5,0,14.72,6.179166667,,
466920,19860406,19.5,-9998,8.26,6.391666667,,
466920,19860407,21.1,0,4.28,4.954166667,,
466920,19860408,23.7,0,14.85,1.495833333,,
466920,19860409,24.2,0,10.49,0.970833333,,
466920,19860410,25.6,8.5,14.64,0.829166667,,
466920,19860411,19.5,6.5,3.98,4.375,,
466920,19860412,20,0,18.7,5.716666667,,
466920,19860413,23.2,0,17.03,1.254166667,,
466920,19860414,25.1,0,13.74,1.404166667,,
466920,19860415,21.1,54,3.21,3.804166667,,
466920,19860416,18.5,0,9.84,6.295833333,,
466920,19860417,22.1,0,8.6,1.375,,
466920,19860418,25.5,0,16.44,2.029166667,,
466920,19860419,25.4,1,10.74,1.6375,,
466920,19860420,21.5,15.5,4.92,2.929166667,,
466920,19860421,18.7,0.5,5.65,4.325,,
466920,19860422,18.8,4.1,4.11,2.254166667,,
466920,19860423,20.9,1,4.67,2.254166667,,
466920,19860424,23.4,15.5,7.53,0.595833333,,
466920,19860425,25.8,-9998,14.98,1.041666667,,
466920,19860426,27.1,0,18.53,1.3,,
466920,19860427,27.3,0,20.84,1.9875,,
466920,19860428,23,0,8.47,4.2125,,
466920,19860429,21.9,-9998,21.66,5.9875,,
466920,19860430,24.6,1,15.11,2.320833333,,
466920,19860501,26.2,0,23.54,2.054166667,,
466920,19860502,27,0,17.42,1.720833333,,
466920,19860503,24.7,2.1,7.58,2.295833333,,
466920,19860504,22,0,14.3,4.333333333,,
466920,19860505,23.4,0,24.61,3.733333333,,
466920,19860506,22.9,-9998,9.8,4.295833333,,
466920,19860507,23.6,0.7,7.79,2.233333333,,
466920,19860508,23.9,2.1,4.96,1.025,,
466920,19860509,26.6,0,17.21,1.741666667,,
466920,19860510,25.5,1.1,8.99,1.433333333,,
466920,19860511,25.5,16.6,11.13,1.3875,,
466920,19860512,23.8,34.3,6.16,2.191666667,,
466920,19860513,25.2,2.1,14,2.025,,
466920,19860514,24.8,60,10.36,3.616666667,,
466920,19860515,25.7,0,23.84,4.320833333,,
466920,19860516,25.8,0,27.43,5.045833333,,
466920,19860517,27.3,0,27.31,4.05,,
466920,19860518,28.2,-9998,11.77,1.104166667,,
466920,19860519,27.5,10.5,15.45,1.35,,
466920,19860520,26.3,50.3,8.99,2,,
466920,19860521,20.6,102.2,5.61,4.566666667,,
466920,19860522,18.5,100.5,3.81,3.825,,
466920,19860523,21.6,21.7,7.19,4.5375,,
466920,19860524,26.5,0,19.39,3.1,,
466920,19860525,27.4,0,22.81,3.2625,,
466920,19860526,27,0,24.14,5.029166667,,
466920,19860527,26.1,61.1,9.72,2.404166667,,
466920,19860528,27.3,1.1,20.59,1.658333333,,
466920,19860529,28.4,2.3,19.69,3.4625,,
466920,19860530,24.6,1.1,9.97,4.341666667,,
466920,19860531,27.3,0,15.75,1.470833333,,
466920,19860601,27.6,-9998,10.06,1.145833333,,
466920,19860602,28.2,0,17.59,1.516666667,,
466920,19860603,27.3,11.2,14.98,1.329166667,,
466920,19860604,26.7,57,12.93,1.7375,,
466920,19860605,24.7,38.5,2.48,1.295833333,,
466920,19860606,23.9,50,2.61,1.7,,
466920,19860607,22,40,4.19,3.754166667,,
466920,19860608,22.5,14.2,8.47,3.6875,,
466920,19860609,24.9,1,14.25,3.4625,,
466920,19860610,26.8,0,13.4,3.766666667,,
466920,19860611,27.9,0,21.66,3.675,,
466920,19860612,27.4,8.8,14.89,1.758333333,,
466920,19860613,27.7,0,14.51,1.395833333,,
466920,19860614,28.1,0,21.66,1.870833333,,
466920,19860615,28,20.7,16.86,1.658333333,,
466920,19860616,29.3,0,20.93,1.791666667,,
466920,19860617,29.3,0,15.96,1.804166667,,
466920,19860618,28.7,1,12.2,1.479166667,,
466920,19860619,28.4,0.4,18.36,1.633333333,,
466920,19860620,29,0,15.88,1.420833333,,
466920,19860621,28,32,14.38,1.725,,
466920,19860622,28.8,0,19.65,1.758333333,,
466920,19860623,30.4,-9998,27.26,3.8125,,
466920,19860624,27.5,61,7.92,1.504166667,,
466920,19860625,27.3,109,9.76,1.191666667,,
466920,19860626,27.3,6.7,11.86,1.204166667,,
466920,19860627,27.9,8,15.66,1.454166667,,
466920,19860628,29.3,0,23.33,2.0625,,
466920,19860629,30.5,0,26.66,3.020833333,,
466920,19860630,30.6,0,20.89,1.658333333,,
466920,19860701,29.7,39.5,17.21,1.529166667,,
466920,19860702,27.9,4.2,11.81,1.870833333,,
466920,19860703,27.8,7,12.07,1.454166667,,
466920,19860704,27.5,35.7,9.89,1.229166667,,
466920,19860705,28.6,0,16.52,1.445833333,,
466920,19860706,28.6,9.4,18.1,1.983333333,,
466920,19860707,28.3,5,13.18,1.429166667,,
466920,19860708,30.3,0,26.96,3.1625,,
466920,19860709,30.9,-9998,27.35,5.679166667,,
466920,19860710,28.8,6.4,7.4,5.491666667,,
466920,19860711,29.7,-9998,10.36,2.820833333,,
466920,19860712,28.1,0.5,8.6,1.4375,,
466920,19860713,28.9,-9998,20.5,1.629166667,,
466920,19860714,28.9,0,20.67,1.783333333,,
466920,19860715,30.1,0,23.71,1.633333333,,
466920,19860716,29.7,0,15.37,2.1875,,
466920,19860717,29,1,13.4,1.491666667,,
466920,19860718,27.7,33.5,12.8,1.529166667,,
466920,19860719,27.6,11,13.1,1.266666667,,
466920,19860720,28.3,0,20.29,1.579166667,,
466920,19860721,29.3,0,16.22,1.75,,
466920,19860722,29.8,0,22.98,1.7125,,
466920,19860723,30,0,22.77,1.733333333,,
466920,19860724,30,0,17.72,1.445833333,,
466920,19860725,30.1,0,18.7,1.8875,,
466920,19860726,28.2,0.2,9.93,1.645833333,,
466920,19860727,28.8,0,22.04,1.654166667,,
466920,19860728,28.8,0,17.85,2.45,,
466920,19860729,29.2,-9998,20.54,2.783333333,,
466920,19860730,29.6,0,26.28,3.283333333,,
466920,19860731,30.9,0,25.77,4.141666667,,
466920,19860801,30.1,1,23.58,4.833333333,,
466920,19860802,28.2,58,19.47,3.816666667,,
466920,19860803,27.8,16,20.29,2.095833333,,
466920,19860804,28.6,0,21.27,2.3375,,
466920,19860805,29.2,0,19.39,1.875,,
466920,19860806,28.9,0.1,14.64,2.008333333,,
466920,19860807,29.3,0,17.16,2.120833333,,
466920,19860808,30.3,0,25.17,2.941666667,,
466920,19860809,31.3,0,23.71,3.291666667,,
466920,19860810,32,0,25.38,2.820833333,,
466920,19860811,31.1,0,18.19,1.8125,,
466920,19860812,30.1,0,14.85,1.645833333,,
466920,19860813,30,0,23.45,3.625,,
466920,19860814,30.4,0,22.81,4.279166667,,
466920,19860815,30.7,0,25.47,4.766666667,,
466920,19860816,30.1,0,23.84,4.933333333,,
466920,19860817,29.2,-9998,22.3,4.595833333,,
466920,19860818,30,0,25.47,4.2875,,
466920,19860819,29.7,0,17.46,2.183333333,,
466920,19860820,29.7,0,16.18,2.2375,,
466920,19860821,28.6,33,10.83,1.716666667,,
466920,19860822,26.2,112.3,5.05,4.704166667,,
466920,19860823,24.3,57.2,2.7,2.295833333,,
466920,19860824,26,73.2,4.79,4.245833333,,
466920,19860825,28.6,-9998,23.63,4.270833333,,
466920,19860826,28,12.1,8,3.395833333,,
466920,19860827,30.3,-9998,16.56,4.2875,,
466920,19860828,28.9,0,17.51,2.658333333,,
466920,19860829,28.9,0,20.63,4.141666667,,
466920,19860830,29.7,0,24.1,4.129166667,,
466920,19860831,28.7,0.5,22.04,4.0625,,
466920,19860901,29.1,0,23.84,4.666666667,,
466920,19860902,29.5,-9998,26.32,5.15,,
466920,19860903,28.7,0.1,22.43,4.8125,,
466920,19860904,30,0,24.61,4.704166667,,
466920,19860905,30.2,0,21.7,2.670833333,,
466920,19860906,29.6,0,16.95,2.754166667,,
466920,19860907,30,0,19.05,2.7,,
466920,19860908,29.7,0,21.49,1.9125,,
466920,19860909,29.3,0,14.51,1.95,,
466920,19860910,29.9,0,19.09,1.8125,,
466920,19860911,29.8,0,18.23,1.7125,,
466920,19860912,29.2,0,17.68,2.470833333,,
466920,19860913,28.8,0,16.86,1.670833333,,
466920,19860914,29.1,0,20.2,1.820833333,,
466920,19860915,26.6,16,8.26,1.583333333,,
466920,19860916,25.2,8.8,5.86,1.691666667,,
466920,19860917,23,12.1,2.74,1.254166667,,
466920,19860918,23,53,2.23,4.545833333,,
466920,19860919,25.7,112.5,10.1,7.7375,,
466920,19860920,22.8,21,3.47,3.379166667,,
466920,19860921,22.7,-9998,5.61,2.208333333,,
466920,19860922,24.7,0,13.05,3.983333333,,
466920,19860923,25.1,0,9.24,3.695833333,,
466920,19860924,25,8,5.65,2.6125,,
466920,19860925,25.3,0.5,10.96,4.108333333,,
466920,19860926,24.8,0,15.41,3.7875,,
466920,19860927,24.7,0,21.79,2.820833333,,
466920,19860928,23.6,0,11.38,1.758333333,,
466920,19860929,23.6,0,12.45,2.029166667,,
466920,19860930,23,0,13.91,2.4875,,
466920,19861001,22.7,0,12.41,2.454166667,,
466920,19861002,22.7,0,21.57,3.708333333,,
466920,19861003,24.1,0,21.74,5.229166667,,
466920,19861004,24.6,0,21.06,4.7125,,
466920,19861005,25.4,0,18.45,4.345833333,,
466920,19861006,25.1,0,14.47,4.529166667,,
466920,19861007,24.3,0,11.94,3.9125,,
466920,19861008,25.4,0,17.51,4.220833333,,
466920,19861009,25.4,0,14.08,2.658333333,,
466920,19861010,24.4,0,13.7,3.679166667,,
466920,19861011,23.4,0,14.17,5.683333333,,
466920,19861012,22.8,0,11.68,4.654166667,,
466920,19861013,23.4,0,11.64,5.504166667,,
466920,19861014,23.6,0,7.45,5.316666667,,
466920,19861015,23.3,0.4,8.56,5.458333333,,
466920,19861016,27.3,0.5,18.83,4.466666667,,
466920,19861017,28.3,0,13.52,3.85,,
466920,19861018,26.1,-9998,18.45,6.0625,,
466920,19861019,24.3,1.7,6.55,6.004166667,,
466920,19861020,25.2,-9998,12.28,5.445833333,,
466920,19861021,27.2,0,14.51,1.845833333,,
466920,19861022,23.4,-9998,8.13,5.2125,,
466920,19861023,22.2,0,10.91,5.816666667,,
466920,19861024,24.4,0,16.44,5.808333333,,
466920,19861025,26.5,0,18.66,3.3125,,
466920,19861026,26.2,0,16.69,1.8125,,
466920,19861027,24.9,0,6.76,1.529166667,,
466920,19861028,23.5,5.5,6.98,3.304166667,,
466920,19861029,20.1,11,1.5,2.6,,
466920,19861030,18.8,0,4.37,4.941666667,,
466920,19861031,20.8,0.1,9.54,4.841666667,,
466920,19861101,22.6,4.7,8.39,3.7125,,
466920,19861102,22.4,-9998,7.79,3.779166667,,
466920,19861103,23.3,0.1,13.57,4.133333333,,
466920,19861104,20.9,0.3,3.08,4.395833333,,
466920,19861105,20.6,0,17.68,5.295833333,,
466920,19861106,23.8,0,18.15,3.783333333,,
466920,19861107,22.7,0,10.14,2.625,,
466920,19861108,21.7,3.2,4.75,2.654166667,,
466920,19861109,18.2,0.7,0.86,2.216666667,,
466920,19861110,19.2,0,14.34,5.633333333,,
466920,19861111,21.4,-9998,15.62,6.175,,
466920,19861112,24.8,0,17.33,3.845833333,,
466920,19861113,24.9,0,13.61,2.225,,
466920,19861114,26.8,0,17.51,3.741666667,,
466920,19861115,23.1,4.5,4.96,5.5125,,
466920,19861116,19.4,20.7,2.05,4.775,,
466920,19861117,19.4,72.5,2.65,3.375,,
466920,19861118,20.5,5.2,5.05,3.970833333,,
466920,19861119,20.1,1.5,3.34,2.329166667,,
466920,19861120,18.8,12,3.21,3.691666667,,
466920,19861121,20.4,9,6.03,5.2125,,
466920,19861122,22,17.5,7.19,5.425,,
466920,19861123,22.7,1.8,6.93,3.475,,
466920,19861124,21.7,0.8,1.67,1.704166667,,
466920,19861125,18.5,-9998,0.81,2.545833333,,
466920,19861126,16.9,1.8,6.42,3.616666667,,
466920,19861127,17.8,0.3,8.26,4.133333333,,
466920,19861128,19.5,9.6,4.28,4.1875,,
466920,19861129,16.8,0.7,3.77,4.666666667,,
466920,19861130,17.2,0.2,7.83,4.495833333,,
466920,19861201,19.6,0.1,7.62,4.65,,
466920,19861202,23,0,12.8,5.125,,
466920,19861203,19.6,17.5,2.44,2.733333333,,
466920,19861204,16.7,0,14.81,3.808333333,,
466920,19861205,18.6,0,15.28,2.891666667,,
466920,19861206,19.1,0.1,8.95,2.0875,,
466920,19861207,16.1,0.7,2.61,4.504166667,,
466920,19861208,17,0,10.61,3.229166667,,
466920,19861209,16.5,0,8.82,2.525,,
466920,19861210,16.6,0,5.05,2.529166667,,
466920,19861211,18.1,0,7.02,3.120833333,,
466920,19861212,20,0,11.09,1.458333333,,
466920,19861213,19.4,0,10.66,1.608333333,,
466920,19861214,19.6,0,12.67,1.9125,,
466920,19861215,19,0,7.53,5.579166667,,
466920,19861216,19.7,0,14,5.345833333,,
466920,19861217,21.4,0,8.3,3.55,,
466920,19861218,18.1,18.9,1.41,1.870833333,,
466920,19861219,12.6,6,2.4,2.1875,,
466920,19861220,13.3,0,3,4.254166667,,
466920,19861221,16.2,0,9.5,2.3875,,
466920,19861222,15.2,0,3.34,3.775,,
466920,19861223,18.9,0,13.52,2.9625,,
466920,19861224,20.9,0.3,7.88,0.933333333,,
466920,19861225,18.8,1.1,3.55,3.9375,,
466920,19861226,16.9,8.5,3.89,5.166666667,,
466920,19861227,16.5,13.5,2.35,2.695833333,,
466920,19861228,14,0,13.4,3.654166667,,
466920,19861229,16.6,0,14.25,3.1625,,
466920,19861230,16.8,0,11.77,1.483333333,,
466920,19861231,18.9,0,14.38,2.229166667,,
466920,19870101,22.3,1,15.83,3.958333333,,
466920,19870102,20.7,-9998,8.42,1.691666667,,
466920,19870103,18.6,11.5,1.65,4.5125,,
466920,19870104,19.2,30.8,2.7,3.766666667,,
466920,19870105,15.8,4.7,2.02,2.766666667,,
466920,19870106,17.6,0,17.34,4.808333333,,
466920,19870107,17.3,0.4,12.45,1.808333333,,
466920,19870108,16.2,-9998,13.5,4.625,,
466920,19870109,16.7,0,14.68,1.175,,
466920,19870110,17.8,-9998,12.32,4.2875,,
466920,19870111,17.9,2.2,3.82,2.591666667,,
466920,19870112,15.7,0,13.74,2.820833333,,
466920,19870113,11.8,0,14.35,2.245833333,,
466920,19870114,13.2,0,14.72,3.679166667,,
466920,19870115,15.3,0,12.59,1.316666667,,
466920,19870116,16.8,0,15.33,1.3,,
466920,19870117,18.3,0,15.54,4.191666667,,
466920,19870118,19.2,0.4,8.87,2.1625,,
466920,19870119,15.8,0.7,1.75,2.595833333,,
466920,19870120,14.5,0.1,4.91,3.9,,
466920,19870121,19,0,17,2.420833333,,
466920,19870122,18.9,0,15.56,1.233333333,,
466920,19870123,18.3,0,13.66,1.804166667,,
466920,19870124,12.7,0.3,1.12,3.183333333,,
466920,19870125,12.1,0,7.93,3.504166667,,
466920,19870126,12.3,0.2,2.64,2.941666667,,
466920,19870127,12.1,0.7,1.84,1.775,,
466920,19870128,13.9,0,18.02,3.4875,,
466920,19870129,16.9,0,15.21,1.783333333,,
466920,19870130,16.6,0,16.14,2.4375,,
466920,19870131,15.2,0,3.47,4.825,,
466920,19870201,16.1,0,9.54,4.5875,,
466920,19870202,15.6,0.1,7.2,2.6125,,
466920,19870203,12.2,0,13.19,3.275,,
466920,19870204,9.7,0,3.18,2.220833333,,
466920,19870205,14.3,0,18.75,2.1875,,
466920,19870206,16,0,16.18,1.35,,
466920,19870207,17.4,0,14.89,2.133333333,,
466920,19870208,19.8,0,18.57,4.529166667,,
466920,19870209,20.8,0,16.36,1.554166667,,
466920,19870210,20.8,0,16.51,1.525,,
466920,19870211,22.2,0,15.24,1.470833333,,
466920,19870212,20.8,0,12.63,2.85,,
466920,19870213,19.4,0,8.23,2.008333333,,
466920,19870214,18.5,0,4.16,1.529166667,,
466920,19870215,18,0,3.38,2.2375,,
466920,19870216,20.3,0,18.61,3.391666667,,
466920,19870217,20.4,0,14.35,1.320833333,,
466920,19870218,17.5,-9998,8.17,3.708333333,,
466920,19870219,16.8,0,15.37,5.108333333,,
466920,19870220,16.3,0,11.35,4.666666667,,
466920,19870221,15.6,0,12.19,4.416666667,,
466920,19870222,15.6,0.8,3.18,1.933333333,,
466920,19870223,16.6,3.7,12.63,3.379166667,,
466920,19870224,16.1,12.5,6.2,2.858333333,,
466920,19870225,14.6,5.4,3.85,4.970833333,,
466920,19870226,16.4,1.6,4.83,3.491666667,,
466920,19870227,10.5,25.2,1.75,2.320833333,,
466920,19870228,10.9,0,14.09,2.85,,
466920,19870301,14.6,0,13.4,2.245833333,,
466920,19870302,15.5,0,5.23,3.9625,,
466920,19870303,17.8,0,20.42,3.741666667,,
466920,19870304,18.9,0,12.66,1.3875,,
466920,19870305,20.6,0,16.35,1.775,,
466920,19870306,21.7,0,15.46,1.483333333,,
466920,19870307,23.2,-9998,19.38,3.441666667,,
466920,19870308,22,0.1,15.63,3.316666667,,
466920,19870309,20.6,6.7,3.58,2.0875,,
466920,19870310,18.7,7,4.2,1.579166667,,
466920,19870311,18.2,0.7,11.21,5.4875,,
466920,19870312,19.8,0,9.02,1.195833333,,
466920,19870313,22.8,0,13.24,1.35,,
466920,19870314,19,10.1,6.03,3.175,,
466920,19870315,17.2,25.8,5.44,3.691666667,,
466920,19870316,19,13.4,6.54,2.529166667,,
466920,19870317,20.1,13.1,4.38,1.7125,,
466920,19870318,22.6,1,16.31,1.158333333,,
466920,19870319,22.7,1.8,14.11,1.433333333,,
466920,19870320,20.5,21.6,10.31,3.7125,,
466920,19870321,19.9,2.3,2.92,1.979166667,,
466920,19870322,21.7,0,12.71,1.3875,,
466920,19870323,23.4,32.2,12.91,1.758333333,,
466920,19870324,19,64.5,10.59,5.033333333,,
466920,19870325,13,41.5,4.02,6.383333333,,
466920,19870326,13.1,8.5,7.65,4.5625,,
466920,19870327,18.1,0,10.57,3.075,,
466920,19870328,19.4,0.5,13.67,1.545833333,,
466920,19870329,21.1,0,16.91,1.808333333,,
466920,19870330,23.3,0,12.57,1.283333333,,
466920,19870331,17.8,0,9.19,6.783333333,,
466920,19870401,19,0,7.66,3.445833333,,
466920,19870402,18.9,0,11.77,4.666666667,,
466920,19870403,16.8,3.1,2.58,3.629166667,,
466920,19870404,20.4,0.7,7.37,3.5375,,
466920,19870405,22.3,-9998,14.38,1.108333333,,
466920,19870406,22.8,-9998,5.86,0.875,,
466920,19870407,23.9,0.7,11.35,1.079166667,,
466920,19870408,23.3,0,16.98,2.225,,
466920,19870409,24.8,0,12.71,1.345833333,,
466920,19870410,26.6,0,20.07,1.841666667,,
466920,19870411,20.5,1.1,3.11,3.766666667,,
466920,19870412,14.8,11.7,3.77,4.854166667,,
466920,19870413,14.1,16.5,3.05,4.841666667,,
466920,19870414,16.7,42,3.81,3.179166667,,
466920,19870415,16.7,5.4,4.5,2.5125,,
466920,19870416,17.2,0.5,13.66,2.55,,
466920,19870417,19.8,0,24.1,3.4375,,
466920,19870418,21.4,0,24.62,2.995833333,,
466920,19870419,23.9,0,25.64,2.058333333,,
466920,19870420,25.4,0,14.34,1.125,,
466920,19870421,25.9,0.1,14.24,1.545833333,,
466920,19870422,23.6,-9998,5.96,2.358333333,,
466920,19870423,26,0,18.97,1.545833333,,
466920,19870424,26.7,0,10.53,1.470833333,,
466920,19870425,27.8,0,20.15,1.770833333,,
466920,19870426,23,-9998,9.13,3.4375,,
466920,19870427,18.7,-9998,8.13,4.329166667,,
466920,19870428,20,0,11.22,3.879166667,,
466920,19870429,24,0,19.43,2.720833333,,
466920,19870430,25.5,0,13.79,1.7375,,
466920,19870501,26.1,0,14.69,1.8875,,
466920,19870502,28.5,0,25.51,2.9375,,
466920,19870503,19.1,9.8,4.47,5.141666667,,
466920,19870504,18.9,25.3,2.35,4.579166667,,
466920,19870505,20.7,41,3.23,1.279166667,,
466920,19870506,20.2,1.4,2.97,0.9625,,
466920,19870507,19.9,2.4,2.14,1.308333333,,
466920,19870508,20.6,-9998,6.49,3.679166667,,
466920,19870509,22,0,9.07,2.204166667,,
466920,19870510,24.7,0,19.81,1.033333333,,
466920,19870511,25.9,-9998,13.6,1.470833333,,
466920,19870512,27,0,18.24,1.35,,
466920,19870513,27.6,-9998,19.28,2.754166667,,
466920,19870514,20.8,1.1,6.81,4.720833333,,
466920,19870515,23.6,0.2,8.43,2.775,,
466920,19870516,25.3,5,11.53,1.525,,
466920,19870517,21.8,77,2.57,2.475,,
466920,19870518,21.9,21.6,10.67,4.1625,,
466920,19870519,24.7,10.6,15.87,1.508333333,,
466920,19870520,25.1,18,16.48,1.1875,,
466920,19870521,25.5,9.5,12.55,1.429166667,,
466920,19870522,25.3,2.6,6.78,1.283333333,,
466920,19870523,26.8,0.4,13.26,1.779166667,,
466920,19870524,26.6,2.4,14.77,1.120833333,,
466920,19870525,26,39.5,11.73,1.329166667,,
466920,19870526,26.8,17,17.51,1.716666667,,
466920,19870527,26.3,2.2,16.23,2.433333333,,
466920,19870528,22.7,-9998,10.49,4.991666667,,
466920,19870529,22.6,3.7,3.11,1.558333333,,
466920,19870530,23.7,3.2,6.16,1.470833333,,
466920,19870531,25.5,0.1,9.15,1.0125,,
466920,19870601,27.5,-9998,19.61,1.383333333,,
466920,19870602,26,11,9.16,1.929166667,,
466920,19870603,27.5,-9998,16.81,1.683333333,,
466920,19870604,26.4,13,11.01,1.575,,
466920,19870605,27.2,0.2,12.51,1.433333333,,
466920,19870606,27,5,10.95,1.2625,,
466920,19870607,26.4,13.7,12.71,1.658333333,,
466920,19870608,23.2,9.7,4.21,1.666666667,,
466920,19870609,22.1,5,9.98,1.766666667,,
466920,19870610,22.9,0,19.61,3.408333333,,
466920,19870611,24.9,0,25.03,4.279166667,,
466920,19870612,28.3,0,23.07,1.704166667,,
466920,19870613,29.2,0,22.94,1.720833333,,
466920,19870614,30,0,24.1,1.970833333,,
466920,19870615,26.5,0,14.21,4.591666667,,
466920,19870616,24.3,0,8.27,5.995833333,,
466920,19870617,24.9,7.5,4.84,4.025,,
466920,19870618,27.9,-9998,11.8,0.945833333,,
466920,19870619,29.5,0,18.71,1.766666667,,
466920,19870620,28.4,26.5,9.04,1.6125,,
466920,19870621,29.2,0.5,16,2.429166667,,
466920,19870622,29.6,0.1,14.48,2.629166667,,
466920,19870623,30.9,0,21.64,4.466666667,,
466920,19870624,31.3,0,22.76,5.758333333,,
466920,19870625,23.5,26.5,4.58,3.108333333,,
466920,19870626,24.9,1.5,13.91,3.004166667,,
466920,19870627,23.3,6.8,3.97,2.383333333,,
466920,19870628,25.3,0,8.13,1.370833333,,
466920,19870629,26.7,-9998,5.87,1,,
466920,19870630,27.4,13,8.3,1.45,,
466920,19870701,27.7,0.6,9.38,1.079166667,,
466920,19870702,28,3.5,10.86,1.454166667,,
466920,19870703,28.6,8,16.04,1.6375,,
466920,19870704,29.7,0,15.96,1.841666667,,
466920,19870705,29.7,-9998,18.32,1.579166667,,
466920,19870706,30.2,0,18.32,2.045833333,,
466920,19870707,30.2,0,15.28,2.058333333,,
466920,19870708,28.6,1.9,14.09,1.8375,,
